Date,Adj Close,Close,SMA_20,SMA_50,SMA_200,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,ATR_14,trend,high_vol,regime_scalar,base_lev,target_exposure,rebalance_flag,position,position_lag,ret,BT_ret_net,BT_equity,equity_bh,dd_strat,dd_bh
2025-09-09,239.47335815429688,239.6300048828125,212.34274520874024,197.13609100341796,179.53726539611816,85.1429159012691,10.844567756015067,8.089163429230604,2.755404326784463,239.28502039429364,212.34274520874024,185.40047002318684,6.176596505301331,1,0,1.1,0.5047950183544843,0.5552745201899327,0,0.30278497130864307,0.30278497130864307,0.02388482164590222,0.007231965036766561,4.8343188984493555,6.260822561120257,0.0,0.0
2025-09-10,239.0136566162109,239.1699981689453,214.14215316772462,198.39721557617187,179.84622367858887,84.18532771378409,11.358838412590217,8.743098425902527,2.6157399866876894,243.18922364969293,214.14215316772462,185.0950826857563,6.114453996930793,1,1,0.6,0.5020312023236136,0.30121872139416817,0,0.30278497130864307,0.30278497130864307,-0.0019196354100892155,-0.0005812367525669183,4.831509014631948,6.248804064435645,-0.0005812367525669382,-0.0019196354100892155
2025-09-11,240.2128753662109,240.3699951171875,216.0704147338867,199.6901126098633,180.17182403564453,84.66970947572646,11.727975739962915,9.340073888714606,2.3879018512483086,246.70212993358186,216.0704147338867,185.43869953419156,6.295291355678005,1,0,1.1,0.5080082279341382,0.5588090507275522,0,0.30278497130864307,0.30278497130864307,0.005017364978125993,0.0015191827109468695,4.838848959594761,6.2801565951037155,0.0,0.0
2025-09-12,240.64259338378903,240.8000030517578,217.9712387084961,200.93569061279297,180.54111251831054,84.84878852598605,11.917813251529338,9.855621761277552,2.062191490251786,249.78555024863965,217.9712387084961,186.15692716835252,5.936794825962603,1,0,1.1,0.5070871766012875,0.5577958942614164,1,0.5577958942614164,0.30278497130864307,0.0017889050156991715,0.00036314590778542,4.84060616779283,6.291391198736073,0.0,0.0
2025-09-15,251.44552612304688,251.6100006103516,220.3642837524414,202.37955474853516,180.97869331359863,88.48915047231891,12.792503221255458,10.442998053273135,2.349505167982324,254.7207263979755,220.3642837524414,186.00784110690728,6.4030380249023375,1,1,0.6,0.4777967587654413,0.28667805525926476,0,0.5577958942614164,0.5577958942614164,0.04489202259397529,0.025040585888010156,4.961817782287477,6.57382447457727,0.0,0.0
2025-09-16,250.99581909179688,251.16000366210935,222.75481185913085,203.86914001464845,181.3996484375,87.54616066180374,13.296144052921193,11.013627253202747,2.2825167997184455,258.69515415762174,222.75481185913085,186.81446956063996,6.481785365513387,1,1,0.6,0.4778953815193594,0.2867372289116156,0,0.5577958942614164,0.5577958942614164,-0.0017884869068218734,-0.0009976106535655414,4.956867820006816,6.5620672755767435,-0.0009976106535656282,-0.0017884869068218734
2025-09-17,249.36688232421875,249.52999877929688,225.1602439880371,205.3746713256836,181.80514587402342,84.05214376781993,13.40926776518387,11.492755355598971,1.9165124095848984,261.4804328897677,225.1602439880371,188.8400550863065,6.628928048270085,1,1,0.6,0.48044940627602906,0.2882696437656174,0,0.5577958942614164,0.5577958942614164,-0.006489896020867025,-0.0036200373546231303,4.938923773336462,6.519480141276317,-0.00461403662035742,-0.008266775833628892
2025-09-18,251.86524963378903,252.02999877929688,227.80292053222655,206.88503997802735,182.22258804321288,85.0384275278677,13.544385242333334,11.903081332945844,1.6413039093874904,263.80212738575204,227.80292053222655,191.80371367870106,6.5791506086077005,1,1,0.6,0.4925555898870352,0.2955333539322211,0,0.5577958942614164,0.5577958942614164,0.010018841661267652,0.005588468743910325,4.966524794472309,6.584797780525543,0.0,0.0
2025-09-19,254.55349731445312,254.72000122070312,230.55854339599608,208.42920440673828,182.65486434936523,86.0389252348971,13.71034165345975,12.264533397048625,1.4458082564111248,265.8469989187769,230.55854339599608,195.2700878732153,6.560579572405134,1,1,0.6,0.4950255012893157,0.2970153007735894,1,0.2970153007735894,0.5577958942614164,0.010673356823034608,0.0057710081984343005,4.995186649778936,6.655079676844618,0.0,0.0
2025-09-22,252.36492919921875,252.52999877929688,232.8882278442383,209.87827667236328,183.06356178283693,81.27389768100046,13.509534642688692,12.51353364617664,0.996000996512052,267.43069953170044,232.8882278442383,198.34575615677613,6.496244158063616,1,1,0.6,0.49515905020766526,0.29709543012459916,0,0.2970153007735894,0.2970153007735894,-0.008597674509774333,-0.0025536408804740464,4.982430736944462,6.597861467946494,-0.0025536408804741617,-0.008597674509774333
2025-09-23,251.49549865722656,251.66000366210935,235.05462646484375,211.28260314941406,183.46865837097167,79.39280119212421,13.128896119302425,12.636606140801797,0.4922899785006276,268.48599510573086,235.05462646484375,201.62325782395664,5.324324471609939,1,1,0.6,0.49070615405955964,0.2944236924357358,0,0.2970153007735894,0.2970153007735894,-0.00344513219309428,-0.0010232569745366733,4.977332429942738,6.5751309629976955,-0.003574284824169327,-0.012013186577629176
2025-09-24,246.97845458984372,247.13999938964844,237.06256866455078,212.58780212402343,183.8360959625244,70.2903230866633,12.320724004501443,12.573429713541728,-0.2527057090402849,268.0912238831009,237.06256866455078,206.03391344600064,5.299325125558042,1,1,0.6,0.4790919931124034,0.28745519586744206,0,0.2970153007735894,0.2970153007735894,-0.017960735247748105,-0.005334613181724712,4.950780286752139,6.457036776552023,-0.00888983057895576,-0.029758156161774685
2025-09-25,245.6293182373047,245.7899932861328,238.98608016967773,213.84664825439452,184.20539428710939,67.79036520618489,11.439510199773878,12.346645810788159,-0.9071356110142812,266.81399490302385,238.98608016967773,211.15816543633161,5.469214303152904,1,1,0.6,0.4756438675071888,0.2853863205043133,0,0.2970153007735894,0.2970153007735894,-0.005462566986984885,-0.0016224659766351955,4.9427478141790875,6.4217647806226825,-0.010497873107938593,-0.035058167227316805
2025-09-26,246.3788299560547,246.5399932861328,240.73938903808593,215.10830383300782,184.56814239501952,68.46146322839154,10.678525843722099,12.013021817374948,-1.3344959736528494,265.4725685342463,240.73938903808593,216.00620954192556,5.421405247279578,1,1,0.6,0.47803075330758693,0.28681845198455214,1,0.28681845198455214,0.2970153007735894,0.0030513935556579774,0.0008991727805600204,4.94719219847477,6.4413601122902255,-0.009608139729130993,-0.0321137499372095
2025-09-29,243.89047241210935,244.0500030517578,242.30487823486328,216.2906381225586,184.91416549682617,63.71509394478929,9.762118970446892,11.562841247989338,-1.8007222775424463,263.19919918860876,242.30487823486328,221.41055728111778,5.502832685198107,1,1,0.6,0.47125932965952044,0.28275559779571224,0,0.28681845198455214,0.28681845198455214,-0.01009972141027371,-0.0028967864603699433,4.932861239097381,6.376304169652845,-0.012477093460424138,-0.041889131419678205
2025-09-30,242.94110107421875,243.1000061035156,243.90077743530273,217.35334075927733,185.20663291931152,61.95040757157406,8.857153832289043,11.021703764849281,-2.164549932560238,258.73060790629097,243.90077743530273,229.0709469643145,5.562152317592078,1,1,0.6,0.47316190619147463,0.2838971437148848,0,0.28681845198455214,0.28681845198455214,-0.0038926134690756564,-0.0011164733693744971,4.927353830889109,6.351483682159131,-0.013579636487222935,-0.045618686691581645
2025-10-01,244.7399139404297,244.8999938964844,244.62261123657225,218.42725799560546,185.45714393615722,63.98573512235737,8.190694379101984,10.455501887699823,-2.2648075085978387,257.99995720399596,244.62261123657225,231.24526526914855,5.682866777692523,1,0,1.1,0.8358228304404226,0.919405113484465,0,0.28681845198455214,0.28681845198455214,0.007404316759317631,0.0021236946709107586,4.937818025961459,6.398512079233474,-0.011484780817953233,-0.038552145138672556
2025-10-02,245.52940368652344,245.69000244140625,245.3020462036133,219.53913055419923,185.72873527526855,64.8738318505204,7.638177529380556,9.89203701603597,-2.253859486655413,257.2738327918914,245.3020462036133,233.3302596153352,5.713580540248324,1,0,1.1,0.8378115285761577,0.9215926814337736,0,0.28681845198455214,0.28681845198455214,0.003225831591515238,0.0009252280234412647,4.942386633573732,6.419152601637357,-0.010570178835567767,-0.03545067627486642
2025-10-03,245.1896209716797,245.3500061035156,245.8297004699707,220.60546752929687,186.0092859649658,64.14073872863332,7.091144025658167,9.331858417960408,-2.240714392302241,256.7019596696456,245.8297004699707,234.95744127029585,5.2044797624860495,1,0,1.1,0.8457775761639577,0.9303553337803535,1,0.9303553337803535,0.28681845198455214,-0.0013838778970748367,-0.000847397533431703,4.938198467331176,6.410269278234001,-0.011408619225526162,-0.03678549476460813
2025-10-06,250.26629638671875,250.42999267578125,246.64866485595704,221.75316925048827,186.2811534881592,69.65771026660035,6.986722720800088,8.862831278528343,-1.876108557728255,256.1090536096878,246.64866485595704,237.18827610222627,5.430909293038504,1,0,1.1,0.8130272443678201,0.8943299688046022,0,0.9303553337803535,0.9303553337803535,0.020705099159256113,0.019263099439265036,5.033323475458203,6.542994539277369,0.0,-0.016842042922075473
2025-10-07,245.59934997558597,245.75999450683597,246.9549644470215,222.8195135498047,186.53586212158203,60.45032813423098,6.452998364016906,8.380864695626055,-1.9278663316091489,255.81480506197383,246.9549644470215,238.09512383206916,5.4023372105189775,1,0,1.1,0.8149116271282433,0.8964027898410677,0,0.9303553337803535,0.9303553337803535,-0.018647922147380536,-0.017349193833736266,4.945999370854584,6.420981286498188,-0.01734919383373612,-0.03517589596424242
2025-10-08,244.4600982666016,244.6199951171875,247.227286529541,223.79977081298827,186.81983757019043,58.420298837142816,5.870419334321753,7.878775623365195,-2.0083562890434425,255.36474359442133,247.227286529541,239.08982946466068,5.228541782924111,1,0,1.1,0.8121753873164993,0.8933929260481493,0,0.9303553337803535,0.9303553337803535,-0.004638659300595149,-0.004315601421898541,4.924654408937014,6.391196541934626,-0.021589923050057025,-0.03965138626786624
2025-10-09,241.3721160888672,241.52999877929688,247.28524856567384,224.70269256591797,187.08782516479494,53.20481766465723,5.1007486463445275,7.323170227961062,-2.2224215816165342,255.22648472175513,247.28524856567384,239.34401240959255,5.32997022356306,1,0,1.1,0.7949918209169143,0.8744910030086058,0,0.9303553337803535,0.9303553337803535,-0.012631845440750578,-0.01175210478129134,4.8667793543115385,6.310463935035449,-0.03308830079344405,-0.05178236152576954
2025-10-10,236.4153594970703,236.57000732421875,247.0738868713379,225.59893615722658,187.31658554077148,46.09168818775554,4.04419132910968,6.6673744481907855,-2.623183119081106,255.93166960082465,247.0738868713379,238.21610414185113,5.527827671595984,1,0,1.1,0.756034381414877,0.8316378195563647,1,0.8316378195563647,0.9303553337803535,-0.020535746515027986,-0.019174643563374387,4.773460594891025,6.180873847273334,-0.05162848798298647,-0.07125471859055488
2025-10-13,243.9904022216797,244.1499938964844,246.70113067626954,226.70199462890625,187.56718391418457,55.81394632400929,3.7745935192322975,6.088818262399088,-2.3142247431667906,255.4105230644255,246.70113067626954,237.9917382881136,5.828158787318636,1,0,1.1,0.8660648740718561,0.9526713614790417,0,0.8316378195563647,0.8316378195563647,0.03204124613867676,0.02664671207463793,4.900657624962716,6.378916747565929,-0.02635750536248016,-0.04149656242878019
2025-10-14,245.28955078125,245.4499969482422,246.4158172607422,227.7130191040039,187.81690696716308,57.23832206110735,3.6239906356846063,5.595852737056192,-1.9718621013715856,254.90388113052998,246.4158172607422,237.9277533909544,5.878158569335936,1,0,1.1,0.8604214406335742,0.9464635846969317,0,0.8316378195563647,0.8316378195563647,0.005324588786037365,0.004428129408054386,4.92235837111062,6.412881856147085,-0.02204609039904426,-0.036392925773710116
2025-10-15,250.86590576171875,251.02999877929688,246.4907684326172,228.842958984375,188.09705177307129,62.78389641847228,3.9095353192594473,5.258589253496843,-1.3490539342373955,255.11394995951778,246.4907684326172,237.8675869057166,5.919730050223218,1,0,1.1,0.8024088594301116,0.8826497453731229,0,0.8316378195563647,0.8316378195563647,0.022733764902369558,0.018906258673713632,5.015421751759557,6.558670804611404,-0.0035566408131589844,-0.014486509089989497
2025-10-16,251.29562377929688,251.4600067138672,246.46228713989257,229.95313751220704,188.39348991394044,63.180166649095504,4.122979054866931,5.031467213770861,-0.9084881589039293,255.0141948539088,246.46228713989257,237.91037942587633,6.138966151646211,1,0,1.1,0.8125754383629908,0.89383298219929,0,0.8316378195563647,0.8316378195563647,0.0017129390949852663,0.0014245449339863995,5.022566445407831,6.569905408243762,-0.002137162473825005,-0.012798384502774374
2025-10-17,253.13442993164065,253.3000030517578,246.39133377075194,231.09150512695314,188.70669227600098,64.90233588649258,4.38990692762539,4.903155156541766,-0.5132482289163764,254.68008284900577,246.39133377075194,238.1025846924981,5.998252868652348,1,0,1.1,0.8193675159526652,0.9013042675479318,1,0.9013042675479318,0.8316378195563647,0.007317302723738317,0.006036579168609485,5.052885565385137,6.617979394982207,0.0,-0.0055747314328176145
2025-10-20,256.3822937011719,256.54998779296875,246.59220199584962,232.19698181152344,189.04579612731933,67.76983369731637,4.808099870203591,4.884144099274131,-0.07604422907053987,255.64955659048866,246.59220199584962,237.53484740121058,5.966473170689178,1,0,1.1,0.8109591441212488,0.8920550585333737,0,0.9013042675479318,0.9013042675479318,0.012830588752420269,0.011564264397708883,5.111318470034617,6.702891966971214,0.0,0.0
2025-10-21,250.29627990722656,250.4600067138672,246.5322410583496,233.18912506103516,189.353822555542,58.177965120882945,4.595456774755519,4.826406634370409,-0.23094985961489023,255.46798138282247,246.5322410583496,237.59650073387672,6.290922982352124,1,0,1.1,0.7553684162162941,0.8309052578379236,0,0.9013042675479318,0.9013042675479318,-0.02373804253829992,-0.021395199043004055,5.0019607939960435,6.543778432329622,-0.02139519904300413,-0.02373804253830003
2025-10-22,251.5254821777344,251.69000244140625,246.75959243774415,234.15912475585938,189.65624107360838,59.42701244211837,4.474542202752588,4.756033748046845,-0.2814915452942577,255.97028404343376,246.75959243774415,237.54890083205453,6.473779950823109,1,0,1.1,0.7851445378061911,0.8636589915868103,0,0.9013042675479318,0.9013042675479318,0.00491098897260267,0.00442629531888762,5.024100949643768,6.575914856049948,-0.017063605193487152,-0.018943630830834057
2025-10-23,252.91456604003903,253.0800018310547,247.12385482788085,235.1844631958008,189.94030395507812,60.849981635905536,4.4396267384583155,4.69275234612914,-0.2531256076708246,256.71472140209977,247.12385482788085,237.5329882536619,6.393387930733819,1,0,1.1,0.787892470218933,0.8666817172408264,0,0.9013042675479318,0.9013042675479318,0.005522636713695128,0.004977576038170305,5.049108794144063,6.612231244860103,-0.012170964547652874,-0.013525612908255935
2025-10-24,259.7501220703125,259.9200134277344,247.79241943359375,236.326943359375,190.26541778564453,66.98600085121967,4.906963801742961,4.735594637251904,0.17136916449105666,258.9076571263304,247.79241943359375,236.6771817408571,6.538060869489401,1,0,1.1,0.732507150812035,0.8057578658932385,1,0.8057578658932385,0.9013042675479318,0.027027134645899897,0.024292789314783854,5.171765730307627,6.790940909024764,0.0,0.0
2025-10-27,269.0939636230469,269.2699890136719,249.05259399414064,237.63713012695314,190.64492073059083,73.17511984204847,5.962568931865036,4.980989496174531,0.981579435690505,263.5157974932889,249.05259399414064,234.58939049499236,6.928767613002234,1,0,1.1,0.6735681340376575,0.7409249474414232,0,0.8057578658932385,0.8057578658932385,0.03597242410613788,0.028985063678768144,5.321669689332264,7.035227515483924,0.0,0.0
2025-10-28,267.295166015625,267.4700012207031,250.27029724121093,238.91932830810546,191.02494255065918,70.437481739451,6.578166658498418,5.300424928639309,1.277741729859109,266.5533868078343,250.27029724121093,233.98720767458758,7.074483598981585,1,0,1.1,0.6700054183470866,0.7370059601817953,0,0.8057578658932385,0.8057578658932385,-0.006684644958969366,-0.005386205256393151,5.293006084078795,6.988199517337342,-0.005386205256393106,-0.006684644958969366
2025-10-29,274.3905334472656,274.57000732421875,251.75282821655273,240.3819741821289,191.4455709838867,74.49141210327178,7.5515199242423705,5.7506439277599215,1.800875996482449,271.0382356862329,251.75282821655273,232.46742074687253,7.248400006975446,1,0,1.1,0.6442921884087253,0.7087214072495979,0,0.8057578658932385,0.8057578658932385,0.026545064534484908,0.02138889454930485,5.406217633059985,7.173701724504918,0.0,0.0
2025-10-30,281.2960205078125,281.4800109863281,253.5411590576172,242.02766021728516,191.9074506378174,77.6969649038448,8.778926494264937,6.356300441060925,2.422626053204012,276.6507816830424,253.5411590576172,230.431536432192,7.887647356305804,1,0,1.1,0.6264071733755738,0.6890478907131313,0,0.8057578658932385,0.8057578658932385,0.025166637397401326,0.02027821604103906,5.51584608218805,7.3542396746026455,0.0,0.0
2025-10-31,281.0061950683594,281.19000244140625,255.33198776245118,243.6589633178711,192.33854598999022,77.2581436474686,9.617405093907252,7.00852137163019,2.608883722277062,281.1132469315894,255.33198776245118,229.55072859331295,7.950887407575335,1,0,1.1,0.6266988482095657,0.6893687330305223,1,0.6893687330305223,0.8057578658932385,-0.0010303218613968435,-0.000911662337226171,5.510817493056982,7.346662440691951,-0.0009116623372262822,-0.0010303218613968435
2025-11-03,283.5345458984375,283.7200012207031,256.9954002380371,245.21422943115235,192.79543159484862,78.40403071900931,10.366424517748271,7.680102000853806,2.6863225168944656,285.5448311501112,256.9954002380371,228.44596932596306,7.888031005859377,1,0,1.1,0.636538441453722,0.7001922855990942,0,0.6893687330305223,0.6893687330305223,0.008997491423500703,0.00620258926307167,5.544998830470165,7.412763972993432,0.0,0.0
2025-11-04,277.35858154296875,277.5400085449219,258.58336181640624,246.59805053710937,193.2060475921631,69.2280939861411,10.342457684506542,8.212573137584354,2.129884546922188,287.9841827052372,258.58336181640624,229.18254092757527,7.920465741838727,1,0,1.1,0.6279320569911357,0.6907252626902494,0,0.6893687330305223,0.6893687330305223,-0.021782052468770408,-0.015015865913200616,5.461735871542971,7.251298759195078,-0.015015865913200588,-0.021782052468770408
2025-11-05,284.1241455078125,284.3099975585937,260.5665641784668,248.14414123535155,193.64028144836425,72.96129832150191,10.745520593726269,8.719162628812736,2.026357964913533,291.27792845105677,260.5665641784668,229.85519990587687,8.079039437430243,1,0,1.1,0.6195740417429121,0.6815314459172034,0,0.6893687330305223,0.6893687330305223,0.02439284166801814,0.016815662355695794,5.55357857783483,7.42817854171562,0.0,0.0
2025-11-06,284.5638732910156,284.75,262.72615203857424,249.69223693847655,194.0751202392578,73.18896814881259,10.973932546974766,9.170116612445142,1.8038159345296236,293.82636397292094,262.72615203857424,231.62594010422757,8.136181422642295,1,0,1.1,0.6392499140438693,0.7031749054482563,0,0.6893687330305223,0.6893687330305223,0.0015476607326603276,0.0010669089184351399,5.559503740348752,7.439674841959823,0.0,0.0
2025-11-07,278.647705078125,278.8299865722656,264.83776931762696,251.03893798828125,194.4823204803467,65.23079137260606,10.555883678013174,9.44727002555875,1.1086136524544248,294.0965767638478,264.83776931762696,235.5789618714061,8.506061008998325,1,0,1.1,0.6384600791410979,0.7023060870552078,1,0.7023060870552078,0.6893687330305223,-0.020790299711869298,-0.01434123871951345,5.479773570046383,7.285001772236624,-0.014341238719513427,-0.020790299711869298
2025-11-10,289.9103698730469,290.1000061035156,267.13376770019534,252.58553161621094,194.93472755432128,71.56874809333951,11.00650373664945,9.75911676777689,1.2473869688725596,296.70957582602233,267.13376770019534,237.55795957436834,8.500345502580915,1,0,1.1,0.6151498083548768,0.6766647891903644,0,0.7023060870552078,0.7023060870552078,0.040419011496126034,0.028386517806483734,5.6353252600680035,7.579454342617955,0.0,0.0
2025-11-11,291.1195678710937,291.3099975585937,269.4252685546875,254.18746063232422,195.43501670837404,72.15560628827748,11.330583637286736,10.07341014167886,1.2571734956078764,298.976612984406,269.4252685546875,239.87392412496894,8.323917933872767,1,0,1.1,0.6147058195189677,0.6761764014708646,0,0.7023060870552078,0.7023060870552078,0.004170937378253692,0.0029292747094736573,5.651832675831979,7.611067772042347,0.0,0.0
2025-11-12,286.5225830078125,286.7099914550781,271.2081024169922,255.3118475341797,195.8949390411377,66.53303628773443,11.088657887868578,10.276459690916804,0.8121981969517744,300.3443976741551,271.2081024169922,242.07180715982923,8.66716766357422,1,0,1.1,0.5994421239409146,0.6593863363350061,0,0.7023060870552078,0.7023060870552078,-0.015790710658504126,-0.011089912214394997,5.589154347606552,7.490883603051761,-0.011089912214395148,-0.015790710658504126
2025-11-13,278.3879089355469,278.57000732421875,272.5627166748047,256.24079162597656,196.3136402130127,57.930546201994524,10.123828581131022,10.245933468959647,-0.12210488782862505,300.2859002150631,272.5627166748047,244.83953313454623,8.704108101981026,1,0,1.1,0.553709210602153,0.6090801316623683,0,0.7023060870552078,0.7023060870552078,-0.028391039850579003,-0.019939200104888612,5.477711080652517,7.278209628161469,-0.03080798834049525,-0.043733435813508637
2025-11-14,276.22930908203125,276.4100036621094,273.7174606323242,257.07264709472656,196.69435485839844,55.866337026491905,9.080340918521927,10.012814958872102,-0.9324740403501757,299.9152817694869,273.7174606323242,247.5196394951615,8.523400442940844,1,0,1.1,0.5483702664678005,0.6032072931145807,1,0.6032072931145807,0.7023060870552078,-0.007753928185205039,-0.005515000118816878,5.447501503391874,7.221774913387837,-0.03615308239995374,-0.0511482580781234
